20.288,0.90848,3.209,17.688,12.879,4.5344,5.2023,-9.3097,2.8434,4.0922,3.707,7.069,6.1603,-10.683,-3.8692,-0.2686,-1.4943,-4.569,5.1998,-3.0352,-5.061,1.6575,5.2484,1.9338,-5.6771,-5.4849,2.1618,-1.3384,-0.16267,-1.5664,3.2923,-3.4766,0.39672,-2.1286,-4.9846,1.6724,-4.551,-0.17475,-5.5244,-0.1406,-2.3907,-0.32375,2.4423,1.4828,1.2488,4.8604,1.3637,-3.7034,-1.484,1.2222,-1.8068,-3.7527,-1.1506,-0.38082,-2.2505,0.27177,-2.059,4.5626,-4.6113,-1.8449,1.5739
24.379,12.608,-2.8233,1.4979,6.6785,13.387,-10.486,2.109,2.8977,-1.0333,4.4287,5.6902,0.75655,-0.82475,-4.158,8.2322,0.20227,1.9676,-0.35464,-5.0037,-1.3274,-1.433,3.364,-2.8628,3.113,0.65839,-2.6736,-0.0014991,-0.98204,1.5454,2.9496,-5.4788,-1.6674,1.4866,-3.3561,0.51643,0.065134,1.434,-5.6584,-5.7013,1.4261,-0.56423,-0.24671,2.0045,0.8354,-3.9759,4.1983,0.92354,-2.0387,0.22648,1.5547,-0.49934,-0.70209,-2.7515,1.9423,4.0087,1.295,-7.9261,2.2805,-3.3187,-2.3695
37.146,-6.1609,-20.474,17.15,6.9741,-27.338,11.619,5.6167,-10.303,-6.5264,-3.6624,-6.4582,-5.1873,-1.6226,-10.834,-5.3246,-1.7699,5.3965,3.3211,3.4927,2.168,7.8136,5.1846,5.4172,2.313,6.7516,0.82783,-5.5777,2.9312,1.7473,2.8861,-2.1289,1.6885,-0.2649,-2.2059,4.7963,0.028074,1.5556,1.0562,0.48105,3.6632,-3.5403,-3.027,0.87786,-0.6489,-2.4084,-1.6817,-1.0735,-0.63434,0.13604,-0.13117,0.44386,-0.45504,-2.3223,0.67185,0.067042,0.13732,0.013986,-0.042004,0.51647,-0.14521
38.175,-13.314,-3.7834,11.861,10.694,1.2752,-4.2316,0.41062,-8.844,-3.7412,-4.8285,-3.516,-3.1388,6.9906,-6.036,-3.5095,-5.105,3.2782,2.6595,1.6647,-0.33011,2.3312,-4.6709,3.1102,1.8749,3.9413,-0.95545,5.0722,-3.6553,-2.1842,-0.38726,4.9412,-1.6416,1.5802,-1.6152,-6.3017,-2.397,-3.597,1.9762,-1.0476,-6.6205,5.1653,1.3718,0.042329,0.27798,2.7372,5.8492,4.6885,-1.0141,0.044693,2.339,-2.2129,0.47156,5.798,0.34024,0.85471,-1.3393,-0.68495,-1.3542,-1.4107,-0.23191
-12.789,-9.9964,-9.912,5.7657,-17.89,-7.05,1.1383,-0.46936,7.8769,5.2435,1.0883,6.471,-3.2277,1.8895,-8.9377,2.3159,-10.256,2.3811,-1.5437,-5.4687,2.7608,-3.3755,-3.6398,-4.1502,-3.7096,-2.5181,-0.10608,-1.3309,-3.8891,-3.503,6.5764,-2.2555,2.377,0.90851,0.56441,-6.2681,-2.3614,6.158,3.6242,6.1463,0.8489,-0.32848,-4.1365,5.0042,-2.1723,0.13641,-1.3054,3.6736,-0.18411,4.4467,-1.3155,0.12855,-0.10095,-0.91259,-2.8961,-1.8926,-1.5725,-1.9812,-0.42319,0.58505,-0.31224
-17.369,-18.257,-28.856,7.7012,-4.7636,-6.4964,-6.8575,-3.9959,1.5856,8.0395,4.3368,4.1092,1.309,3.001,-2.1253,-3.8765,-4.3328,-2.8102,3.2371,-2.5224,0.75531,2.4317,-2.8441,3.7929,-0.92167,1.5309,-5.9279,1.5072,-1.9191,-4.2925,1.76,-5.9896,-8.2949,0.94052,1.9573,2.2733,5.5062,-1.614,-2.1696,3.3337,-3.0796,1.1875,4.8295,0.18349,1.6409,-4.1685,-4.2091,-0.48091,2.956,-7.6511,-2.2017,-0.72021,-0.55366,1.5015,0.029049,2.6022,2.1753,0.60682,0.28062,0.1318,-0.51241
10.653,7.6778,1.9643,25.1,4.8012,-5.1546,1.5205,-7.2773,-6.4243,-0.63506,-5.004,1.1606,-3.3798,16.769,4.8471,-0.57962,-0.15761,-1.6722,-2.657,-2.9358,-0.10524,-0.96308,-2.4806,-6.0608,-2.7559,-5.8509,-2.4159,-1.4659,-0.4436,4.7166,0.67776,5.1907,2.5575,8.7891,-3.2708,5.6449,-2.4443,3.284,-4.0302,1.613,0.24603,-1.4625,-0.020166,-3.7785,6.6475,-0.2774,-0.21599,1.5965,5.7131,-0.16454,-2.5231,1.0043,0.45786,-0.30837,-0.57585,0.55619,-1.4608,-0.32331,0.24659,0.35502,0.66182
-5.8538,-11.722,-23.944,14.934,9.5863,-3.4955,-0.69439,-4.1732,-17.251,6.0319,-6.2475,2.6665,0.6893,6.5852,3.1153,-3.143,1.8631,-13.039,-8.7307,6.0852,-8.6146,-5.7601,6.8926,-2.2265,4.038,-5.3819,1.314,-3.5958,3.9458,-0.60955,-1.2051,1.0553,-1.495,-2.8364,-1.1792,-5.4678,1.2691,-1.5616,2.1737,0.32124,2.4658,3.1636,0.73388,4.0585,-1.396,-0.24337,-2.3212,0.35987,-3.2814,1.4131,0.2281,-0.14958,-1.2783,-1.2821,-0.40834,1.1297,0.97905,-0.8312,1.2607,-0.42896,-0.91312
3.9377,-21.429,21.094,24.383,8.9152,-10.089,-26.317,-4.8305,5.0016,-5.9374,9.0163,8.4882,10.923,-5.7712,6.8876,-2.1599,0.24056,8.3668,-5.4375,3.4201,1.2861,5.2273,-0.9058,2.4364,4.4009,1.2755,0.80656,-1.5654,1.1055,6.6225,-4.0159,1.9432,0.40054,-1.5956,0.10433,-4.3767,0.62885,1.2135,-5.0464,6.6122,1.7563,0.64105,-2.4912,1.0042,-0.55062,0.51007,-0.74253,0.57464,-0.21995,0.37842,-0.96309,1.3796,-0.46375,1.1375,0.0043115,0.53238,0.3847,0.37086,0.6263,0.57309,-0.40504
-9.3431,3.878,-31.481,3.3719,-15.351,1.3052,-3.1794,0.42345,4.8192,1.9712,1.7594,6.3122,2.8775,3.306,-0.85782,2.6695,3.0333,-1.4859,0.21751,0.20747,2.1503,1.0828,-1.4772,-4.1296,4.2458,3.1604,-1.1289,-0.51312,-1.9095,1.2301,-3.9413,3.5654,6.3962,-2.6511,0.66811,1.4234,2.9649,1.0103,3.3823,1.7975,-0.87525,-2.6372,-2.712,-6.0862,2.3761,-1.2724,-3.5052,-4.2755,-3.453,1.6978,5.0195,-5.7525,-0.67351,2.4533,0.52248,3.237,-2.6048,-0.09763,-3.2861,-4.5558,0.81581
-33.051,33.644,-9.3159,16.858,0.30311,-12.977,5.9139,-6.2303,8.9997,-5.596,5.4189,8.3628,-4.5348,-0.081033,-6.0267,4.0602,1.7235,-2.1157,2.9722,4.3366,3.5618,-3.271,1.0738,3.4033,3.5954,0.42625,1.4104,-0.076791,2.3329,4.2139,2.7253,6.0274,3.1485,-1.8579,4.9806,0.55611,0.9636,-3.754,1.143,-0.47336,-1.019,-2.2447,5.6434,1.833,-2.1121,7.4434,2.6386,3.8981,2.2011,-3.4543,-0.68724,0.86266,-0.79561,-2.518,0.054649,2.004,0.098619,-1.1896,0.30322,-0.48696,-1.671
15.486,4.0285,-3.6273,6.5604,16.201,-0.068663,-16.23,9.8482,4.2359,-1.3837,3.8175,7.315,-0.71758,9.8455,-4.8464,1.2183,3.2794,-2.0076,5.6942,-5.2755,1.7749,-2.3603,-6.3433,-0.83211,3.7755,-1.0979,-2.1964,-2.1103,0.65953,3.6225,0.019054,-4.2709,0.85168,-0.049179,0.45657,-3.7438,-2.3042,-6.2068,3.0351,-6.4201,3.7478,-0.78915,1.2664,0.36922,0.4215,0.70896,-4.6021,-1.9708,0.11026,0.46134,-1.0188,-1.6489,3.2092,-0.54279,1.4251,-7.1014,0.84791,2.4317,0.51961,1.5078,2.2412
-3.626,-6.0345,-4.7581,7.9831,-4.69,6.5845,12.858,0.68018,-1.7422,11.01,1.3144,-2.7924,-13.651,-7.0663,4.0822,4.8947,-3.837,13.008,-6.8217,-6.4353,-5.1905,0.24284,-3.5641,-1.2098,3.2578,-2.5521,-0.17019,-0.16267,2.571,6.2441,-2.3393,3.1143,-0.048769,0.41815,2.4027,2.0697,-3.3755,-0.8618,1.0984,1.8412,0.93712,2.5002,2.1446,5.1015,0.18453,-1.9569,1.5134,-1.3416,-2.5482,-4.2722,1.3378,-4.8096,2.4538,-1.703,2.4162,0.10031,1.3998,2.3767,0.71486,0.14997,1.9622
4.8416,-13.691,-12.528,7.3474,4.0362,16.205,7.311,3.7397,-6.1461,-0.38289,2.1043,0.38577,-10.426,-4.7853,4.2253,3.9846,4.7215,3.1033,-0.53555,-2.9825,-1.4565,0.8653,-3.0934,0.58268,7.266,1.8849,0.13234,5.3856,3.6908,-5.3276,-3.0605,-2.426,2.9295,-5.1127,0.70878,-0.45931,-3.4928,-2.9074,-1.4608,1.5329,-1.0938,-4.7587,2.7715,1.6936,1.9301,-0.38462,-3.5601,-0.3094,5.454,4.5754,-2.7289,6.9923,-1.0298,2.1589,-1.8943,0.61917,-1.8285,-1.6491,-2.2712,-1.0161,-1.0389
0.90956,-22.45,-4.5831,4.5784,-5.6973,0.72886,9.5313,-2.7473,-12.675,1.6922,-1.3464,6.7613,0.3081,0.53844,-3.6356,4.4756,1.4267,3.9113,-0.11544,2.2565,2.8666,-4.7589,-4.6756,-2.1414,-9.1817,0.39007,9.1358,6.9271,2.7356,3.2965,-4.1272,0.065562,-0.88831,-0.77827,-4.0398,-4.5075,5.2661,3.3768,-3.551,-3.7046,-0.69727,-5.2682,-0.83743,-3.1962,-5.8893,0.45224,0.079557,-1.7113,1.6505,-3.5863,-1.055,-1.3271,-1.1705,0.020927,1.7892,-2.8908,1.6532,-0.72658,-0.3537,-0.096713,-0.83454
