-20.2883,0.90848,-3.209,-17.6876,12.8786,-4.5344,5.2023,-9.3097,2.8434,-4.0922,-3.707,-7.069,-6.1603,10.6831,3.8692,-0.2686,-1.4943,4.569,5.1998,3.0352,-5.061,1.6575,5.2484,1.9338,-5.6771,-5.4849,2.1618,-1.3384,-0.16267,1.5664,3.2923,3.4766,0.39672,2.1286,
-24.3792,12.6076,2.8233,-1.4979,6.6785,-13.3869,-10.4856,2.109,2.8977,1.0333,-4.4287,-5.6902,-0.75655,0.82475,4.158,8.2322,0.20227,-1.9676,-0.35464,5.0037,-1.3274,-1.433,3.364,-2.8628,3.113,0.65839,-2.6736,-0.0014991,-0.98204,-1.5454,2.9496,5.4788,-1.6674,-1.4866,
-37.1462,-6.1609,20.4744,-17.1498,6.9741,27.3385,11.6192,5.6167,-10.3027,6.5264,3.6624,6.4582,5.1873,1.6226,10.8338,-5.3246,-1.7699,-5.3965,3.3211,-3.4927,2.168,7.8136,5.1846,5.4172,2.313,6.7516,0.82783,-5.5777,2.9312,-1.7473,2.8861,2.1289,1.6885,0.2649,
-38.1752,-13.3138,3.7834,-11.8612,10.6943,-1.2752,-4.2316,0.41062,-8.844,3.7412,4.8285,3.516,3.1388,-6.9906,6.036,-3.5095,-5.105,-3.2782,2.6595,-1.6647,-0.33011,2.3312,-4.6709,3.1102,1.8749,3.9413,-0.95545,5.0722,-3.6553,2.1842,-0.38726,-4.9412,-1.6416,-1.5802,
12.7893,-9.9964,9.912,-5.7657,-17.8897,7.05,1.1383,-0.46936,7.8769,-5.2435,-1.0883,-6.471,3.2277,-1.8895,8.9377,2.3159,-10.2556,-2.3811,-1.5437,5.4687,2.7608,-3.3755,-3.6398,-4.1502,-3.7096,-2.5181,-0.10608,-1.3309,-3.8891,3.503,6.5764,2.2555,2.377,-0.90851,
17.3694,-18.2571,28.8561,-7.7012,-4.7636,6.4964,-6.8575,-3.9959,1.5856,-8.0395,-4.3368,-4.1092,-1.309,-3.001,2.1253,-3.8765,-4.3328,2.8102,3.2371,2.5224,0.75531,2.4317,-2.8441,3.7929,-0.92167,1.5309,-5.9279,1.5072,-1.9191,4.2925,1.76,5.9896,-8.2949,-0.94052,
-10.6526,7.6778,-1.9643,-25.1004,4.8012,5.1546,1.5205,-7.2773,-6.4243,0.63506,5.004,-1.1606,3.3798,-16.7687,-4.8471,-0.57962,-0.15761,1.6722,-2.657,2.9358,-0.10524,-0.96308,-2.4806,-6.0608,-2.7559,-5.8509,-2.4159,-1.4659,-0.4436,-4.7166,0.67776,-5.1907,2.5575,-8.7891,
5.8538,-11.7217,23.9441,-14.9344,9.5863,3.4955,-0.69439,-4.1732,-17.2511,-6.0319,6.2475,-2.6665,-0.6893,-6.5852,-3.1153,-3.143,1.8631,13.039,-8.7307,-6.0852,-8.6146,-5.7601,6.8926,-2.2265,4.038,-5.3819,1.314,-3.5958,3.9458,0.60955,-1.2051,-1.0553,-1.495,2.8364,
-3.9377,-21.4292,-21.0939,-24.3832,8.9152,10.0893,-26.3175,-4.8305,5.0016,5.9374,-9.0163,-8.4882,-10.9227,5.7712,-6.8876,-2.1599,0.24056,-8.3668,-5.4375,-3.4201,1.2861,5.2273,-0.9058,2.4364,4.4009,1.2755,0.80656,-1.5654,1.1055,-6.6225,-4.0159,-1.9432,0.40054,1.5956,
9.3431,3.878,31.4814,-3.3719,-15.3514,-1.3052,-3.1794,0.42345,4.8192,-1.9712,-1.7594,-6.3122,-2.8775,-3.306,0.85782,2.6695,3.0333,1.4859,0.21751,-0.20747,2.1503,1.0828,-1.4772,-4.1296,4.2458,3.1604,-1.1289,-0.51312,-1.9095,-1.2301,-3.9413,-3.5654,6.3962,2.6511,
33.0515,33.6442,9.3159,-16.8583,0.30311,12.9766,5.9139,-6.2303,8.9997,5.596,-5.4189,-8.3628,4.5348,0.081033,6.0267,4.0602,1.7235,2.1157,2.9722,-4.3366,3.5618,-3.271,1.0738,3.4033,3.5954,0.42625,1.4104,-0.076791,2.3329,-4.2139,2.7253,-6.0274,3.1485,1.8579,
-15.4858,4.0285,3.6273,-6.5604,16.2012,0.068663,-16.2301,9.8482,4.2359,1.3837,-3.8175,-7.315,0.71758,-9.8455,4.8464,1.2183,3.2794,2.0076,5.6942,5.2755,1.7749,-2.3603,-6.3433,-0.83211,3.7755,-1.0979,-2.1964,-2.1103,0.65953,-3.6225,0.019054,4.2709,0.85168,0.049179,
3.626,-6.0345,4.7581,-7.9831,-4.69,-6.5845,12.8582,0.68018,-1.7422,-11.0103,-1.3144,2.7924,13.6508,7.0663,-4.0822,4.8947,-3.837,-13.0077,-6.8217,6.4353,-5.1905,0.24284,-3.5641,-1.2098,3.2578,-2.5521,-0.17019,-0.16267,2.571,-6.2441,-2.3393,-3.1143,-0.048769,-0.41815,
-4.8416,-13.691,12.5277,-7.3474,4.0362,-16.2052,7.311,3.7397,-6.1461,0.38289,-2.1043,-0.38577,10.4259,4.7853,-4.2253,3.9846,4.7215,-3.1033,-0.53555,2.9825,-1.4565,0.8653,-3.0934,0.58268,7.266,1.8849,0.13234,5.3856,3.6908,5.3276,-3.0605,2.426,2.9295,5.1127,
-0.90956,-22.4499,4.5831,-4.5784,-5.6973,-0.72886,9.5313,-2.7473,-12.6751,-1.6922,1.3464,-6.7613,-0.3081,-0.53844,3.6356,4.4756,1.4267,-3.9113,-0.11544,-2.2565,2.8666,-4.7589,-4.6756,-2.1414,-9.1817,0.39007,9.1358,6.9271,2.7356,-3.2965,-4.1272,-0.065562,-0.88831,0.77827,
-9.7636,-27.4182,-2.5565,-9.7204,-12.074,-14.8969,-2.7412,2.775,-4.1331,23.1319,-5.2685,-5.6517,12.564,-4.3775,-9.0753,1.1986,4.1884,-4.5989,1.5812,-0.56079,2.4741,-6.6513,8.5257,4.8108,-8.0629,-2.4845,-2.302,-0.84549,-2.5849,0.04065,4.3092,1.9961,-3.274,1.6641,
13.2567,-5.8593,-5.6358,-19.5826,21.7225,0.74461,8.3313,17.5961,10.0733,1.4833,-0.098954,7.8373,-2.7512,8.9607,0.1146,-3.4303,-0.82497,-2.9114,2.0639,2.1865,-3.0873,-7.6026,-2.257,-1.2194,-6.2686,1.2021,-4.6995,-0.90975,-1.0634,2.3942,1.0845,-8.0219,-3.8969,-1.0609,
14.1805,-3.4167,8.6048,-16.9105,26.5793,-17.665,-5.6345,3.6394,9.3031,2.5651,8.5685,16.5814,-4.0708,0.78118,-1.6658,1.7893,2.8986,1.0842,-3.1509,-0.25165,0.79128,-2.7338,3.6372,-1.6687,2.9148,4.8532,1.2168,-2.301,-0.78209,4.5733,1.5994,-1.1743,1.6691,-2.0008,
6.0406,-21.2673,-13.079,-19.223,9.7268,3.1694,-9.4598,-7.0153,5.8964,-4.94,-1.613,-0.97169,0.0076418,1.3562,2.7404,-3.4181,-6.7186,-1.7586,-7.5621,-0.22009,2.9141,-2.5178,-3.7049,1.226,-4.24,-1.5265,3.5688,-4.2188,-0.40366,6.2878,-2.281,-1.3591,4.472,0.51882,
29.3275,-2.0753,32.9264,-13.3898,-1.0717,1.5038,-2.6391,-5.0245,1.5933,-3.3096,-4.627,-1.9002,0.9974,-1.6906,-2.8807,1.3407,-2.5567,-0.15841,-2.2766,-0.73455,-0.652,0.16958,2.8972,2.3484,-0.74651,3.2695,-4.6028,0.88293,0.93136,5.151,-2.6972,0.86473,-0.016061,1.2888,
-16.5428,11.0215,-7.4447,-15.3533,-0.3478,-11.6995,5.7164,-9.0891,-3.3365,1.1957,8.566,-8.054,-9.2579,8.2377,2.8299,5.3906,5.4321,0.83514,0.54409,2.126,7.8352,5.4947,-0.44603,-4.2736,-2.887,0.78171,-0.12521,0.80421,1.3909,2.6514,-2.6667,-4.8601,-4.3149,-5.699,
-21.6734,12.7463,21.2311,-4.0781,0.54666,-12.7841,7.3147,-0.90955,-1.74,-2.9014,2.5234,-7.0339,-6.7816,9.1172,1.5623,6.187,3.0215,0.83349,4.6271,3.9376,-4.084,0.31037,3.0265,-1.8739,1.496,3.7203,1.4187,-1.408,0.69641,-1.9449,2.1485,-0.13506,0.32315,-0.577,
27.6199,-19.6109,1.7243,-3.9733,-13.6406,1.3419,9.6054,13.1601,11.8477,9.921,11.075,-5.2776,-7.7879,3.5705,-1.7046,-3.8115,-4.6566,6.7794,0.67998,-0.54857,-2.1057,-2.7427,-1.8526,3.0269,5.8219,-0.13243,-3.1485,9.0297,4.1188,-7.0604,2.545,-0.59375,-0.91377,0.86015,
10.2211,-7.7128,22.3369,-11.8388,-5.1301,-13.8287,4.0076,6.2085,14.9389,5.718,11.7914,9.8878,-1.0981,-5.4831,-1.148,6.4928,-2.1318,-0.28357,2.1426,-8.7138,3.9829,10.8194,-1.164,-1.6601,-2.1402,-8.9749,5.6044,-2.9935,-3.0321,-2.8692,-4.6279,6.2205,-1.0045,0.018876,
5.6095,-13.4036,-8.8933,-4.524,-8.7531,-5.0067,-1.4805,-4.0626,-3.104,-1.5028,1.1117,6.0836,4.5125,3.5678,0.71517,-6.1675,9.297,6.7153,5.3832,5.098,5.0931,-4.4561,-4.4338,1.4807,0.86241,7.0099,-0.83088,-0.45008,-1.5718,0.82851,-4.5928,3.0246,8.5209,-3.9438,
-13.0744,19.5061,-15.7484,-5.075,-13.1855,0.79477,1.1004,3.2436,3.8476,-3.1318,3.9319,-0.49725,3.1789,-0.79146,-1.2205,2.4759,-0.51901,1.1117,-3.711,-0.19711,-3.9398,-1.2303,-5.692,11.258,0.19045,-0.40115,1.3352,-2.5394,3.0698,-0.26616,-3.2844,4.505,-1.3533,-2.0422,
-12.0788,19.1679,-8.0545,-1.6758,-14.9176,-7.961,0.97119,6.6277,0.61881,-3.2452,-0.78559,1.5875,-1.8993,-6.6162,-0.14908,-0.40208,0.71715,-2.2599,0.94082,3.7211,-6.7224,1.7281,-1.2802,2.9919,-2.2278,0.66692,-2.7402,-2.4087,0.38352,-0.48746,-3.4595,0.84477,2.3685,1.3757,
-12.3863,-0.47791,-19.4467,-5.1934,-14.5493,-5.1614,0.068065,-0.79474,4.316,-5.3568,-2.0353,1.9862,2.8768,1.6125,3.1988,-4.8399,-0.43814,3.6145,0.34706,0.85205,5.4585,-1.8187,6.3059,3.4154,4.1792,-7.6367,-0.16104,3.6931,-0.4241,2.8704,2.8004,-5.1533,4.4749,1.4632,
-24.0526,25.8385,-4.2038,-10.9306,-18.6125,-0.11731,-0.15275,2.217,0.47788,-0.77871,-5.1323,4.075,-1.6785,5.619,-8.7685,-2.9439,-6.1131,1.5113,-0.60751,-2.4711,-1.3998,-1.218,-0.12909,2.0346,-1.4166,-0.13453,3.0935,-1.5424,0.57593,1.4771,1.073,-1.5686,-0.93295,1.4407,
-4.9489,21.3931,-9.231,-12.9461,-8.9173,-1.4376,0.93233,6.5039,-2.8457,0.66044,0.97365,-2.4096,-4.4985,-3.9817,-5.0693,-8.9668,3.9183,0.9045,-4.3441,4.4879,-6.8495,6.1611,-1.9559,-3.5611,-1.1087,0.038943,-7.9353,0.25157,-0.52903,2.7234,-0.57178,2.567,-1.8943,1.8381,
-16.4738,-2.749,-1.1449,0.66989,-8.0428,8.9969,2.9785,18.2456,-9.3859,-10.8965,-2.1212,0.18622,-8.375,3.9786,-4.4724,-1.6883,-1.7456,1.9277,1.3004,-7.2267,6.3053,-1.5612,0.80132,-5.8587,-6.2267,1.7449,-7.1091,1.9212,-1.939,-3.3848,-2.6121,1.0217,0.40007,-1.1184,
31.9179,25.895,2.3245,-4.1806,1.9273,7.946,-1.8588,11.4999,-5.9231,-5.1301,-10.3449,6.8543,-1.6706,-1.3252,-1.037,6.2746,1.2306,-2.7681,-0.95008,-0.36562,1.0077,-6.037,3.1236,0.15202,-3.7522,5.3603,5.1718,-5.175,3.1348,-3.3418,1.8065,2.381,-2.5194,0.56106,
27.2297,15.0281,-6.0656,-8.4304,-4.9464,-0.75833,0.38887,-2.7078,-5.8385,-2.3202,-4.9424,4.3235,3.6491,-7.9902,-1.1741,-2.2638,5.4834,0.13051,10.6983,-0.17337,4.0235,1.3477,-1.184,2.4192,1.4149,1.4653,0.095785,4.6007,-3.5956,0.66107,-2.2759,-4.0686,-3.5833,2.4155,
-0.47616,-3.2507,-10.7204,0.7777,-10.9861,4.8702,-1.8718,1.3789,1.332,-13.1627,3.9244,5.4633,4.2702,2.2478,2.1929,-2.576,2.4795,-4.9634,2.0282,2.3933,7.8967,-0.59027,11.2044,-4.5924,4.2207,-7.3744,-3.506,-1.6236,-2.6229,-0.78602,-1.3007,1.3725,0.90312,3.9468,
-6.7254,6.3422,-18.5151,-5.8002,4.771,-5.9877,-2.5209,7.2799,-7.8752,-7.6671,-1.1781,-0.77565,-5.659,0.49369,-1.4687,4.4696,0.24509,3.7262,-2.0931,-5.2113,4.591,2.7051,-0.19106,6.8428,1.0138,-1.0991,3.5199,2.1091,-1.745,3.1516,2.3697,1.0524,2.7097,5.4918,
